sample	true_state	OCR_pseudotime	OCR_score_0	OCR_score_1	gene_counts_pseudotime	gene_counts_score_0	gene_counts_score_1	consensus_peak_pseudotime	consensus_peak_score_0	consensus_peak_score_1	window_pseudotime	window_score_0	window_score_1	y_test
EPI-561_XH-WJP	S10	0.1649811267852783	0.2713841013193035	0.21727022552599037	0.2502253651618957	0.3296501829201863	0.18920434958364335	0.2154969722032547	0.16412801649670494	0.21846753842624836	0.236954778432846	0.3983781439813974	0.37340122086444394	1
EPI-561_XH-WLM	S11	0.3008831739425659	0.20870953981779533	0.1250767993934486	0.2956683337688446	0.190702817678016	0.19146977669046178	0.3244693279266357	0.2504024467199578	0.16286999393390306	0.4957093596458435	0.3810285470714902	0.2915264775234748	2
EPI-561_XH-XXX	S10	0.3694649338722229	0.5893702318523201	0.38601502003968463	0.3708993196487427	0.12409798623654791	0.3910454295153639	0.2508130371570587	0.28617831600625304	0.04644537177541574	0.3203468322753906	0.3931192153417797	0.5231025517246735	1
EPI-561_XH-ZHY-1	S00	0.1761563271284103	0.3169105872714409	0.3268998793727433	0.1769078224897384	0.23552876982055002	0.18275009750961346	0.1270304471254348	0.16126708374130813	0.07994688922609963	0.098469503223896	0.24752559339862787	0.22846749599419675	0
EPI-561_XH-ZSJ	S00	0.3876734972000122	0.3804423065753756	0.2666018133001274	0.1807596981525421	0.22706579884076034	0.19283111176055	0.0494719035923481	0.00015096957803365502	0.13831562974203093	0.1828013509511947	0.29071952901201115	0.25500829624629007	0
PC1_PDAC1849595	S11	0.2474527508020401	0.18531872179509232	0.21682278478632988	0.154371365904808	0.2568377067493861	0.13782814807974636	0.1852899491786956	0.0784584758889045	0.10075605385527646	0.4068997502326965	0.32604138201714883	0.1850952580503999	2
PC1_PDAC2477571	S10	0.3361587822437286	0.35834620675428625	0.2323388372512027	0.1828698366880417	0.23607356466768814	0.045828971818073556	0.1075561344623565	0.19806916247594145	0.2096910575109635	0.2765412330627441	0.408166456870753	0.4876769468064718	1
PC1_PDAC2483179	S10	0.6119418144226074	0.7291831505702837	0.7624824002902406	0.8863458633422852	0.9183121760929936	0.8895735746827867	0.8753162026405334	0.4322772957815199	0.5067955063241429	0.8971192836761475	0.8597669886946281	0.80261514708114	1
PC1_PDAC2539167	S00	0.2783394157886505	0.2970550099362527	0.3688224298040764	0.2994424700736999	0.38228015918095437	0.1835751686076557	0.1541141867637634	0.04930786969194645	0.16071346639137915	0.2972626686096191	0.44606315869437024	0.3997175390467145	0
PC1_PDAC2553762	S00	0.3258852064609527	0.20839858183116486	0.20503074427269305	0.4534450173377991	0.09330016757936077	0.13980598675919814	0.2702254056930542	0.08689759487846052	0.20040477499822512	0.160767450928688	0.2466745383905273	0.14614928038440161	0
PC1_PDAC2555661	S00	0.3610945641994476	0.5432895596564449	0.5688727156265534	0.7471283078193665	0.7229468256798457	0.7029737368321105	0.2345721274614334	0.3849150676442199	0.4339449799977867	0.4266938269138336	0.7078249383046896	0.6782336728714387	0
PC1_PDAC2572409	S01	0.6802287101745605	0.7196510791075089	0.764805450911874	0.7578006982803345	0.7033848969685367	0.6061416112091128	0.6071621775627136	0.5802784785835645	0.45738272285214365	0.8819337487220764	0.9333276997551598	0.9536874095132282	1
PC1_PDAC2576116	S01	0.2332546710968017	0.4358722404471474	0.3483400760889834	0.2726789116859436	0.2716245834057932	0.17371120913141305	0.277532547712326	0.17323101983218386	0.2645675613672847	0.3229416012763977	0.4438035119112306	0.41978680207834546	1
PC1_PDAC284686	S10	0.1319078207015991	0.28721458448185183	0.2293705084318815	0.1471929550170898	0.16351646716258814	0.1395934538394978	0.1724218279123306	0.009228416971560391	0.1606717319656316	0.3384007513523102	0.33157327220224214	0.30777680477030517	1
PC1_PDAC3110384	S10	0.1183146312832832	0.19561817935241432	0.3038085963031707	0.1711676865816116	0.1664478427141167	0.15211300646804585	0.1361750364303589	0.0870591592323602	0.21692404798795745	0.2295843362808227	0.284672940125239	0.33346090545363816	1
PC1_PDAC3116673	S10	0.355061411857605	0.19933879677064947	0.2799467638151827	0.1593373566865921	0.09320308931677507	0.20490335431912657	0.1790761798620224	0.09605042266063561	0.1250649996820134	0.2714198231697082	0.47523209652689014	0.28671111562809387	1
PC1_PDAC3123657	S01	0.2682633996009826	0.29466507088197585	0.4146589361453701	0.2106655687093734	0.2976082913792356	0.2357373279379891	0.2272603958845138	0.006777570417706016	0.07870447647951291	0.2258604168891906	0.4156212393465331	0.3782352269744304	1
PC1_PDAC3130107	S00	0.1290080100297927	0.5751634353190641	0.4468953173480685	0.3735113441944122	0.2771887921897624	0.37625461511516467	0.1446810960769653	0.2496452122021242	0.3415370497820549	0.447922945022583	0.5689596995296511	0.6187865534749695	0
PC1_PDAC3140986	S10	0.8600783944129944	0.994402524542554	0.885240670843215	0.892495334148407	0.8800004682345698	0.8424389645435779	0.8024340867996216	0.7958956297939384	0.4367033383914994	1.0	0.924076742504141	0.8030849788058299	1
PC1_PDAC3156402	S00	0.1866268366575241	0.2312332842812557	0.18206358336165543	0.2248299568891525	0.1008374509247794	0.10355686629355278	0.1292820125818252	0.1634088572309653	0.18949357854149004	0.2111869305372238	0.2193980561969027	0.2559846745228666	0
PC1_PDAC3158233	S00	0.3751260340213775	0.575303824129352	0.5892455788354231	0.3258973062038421	0.4611583505607473	0.40995293941232014	0.1777848303318023	0.22746438251678108	0.4397568249598528	0.4056800901889801	0.5869108422276041	0.6097770833111312	0
PC1_PDAC3170348	S11	0.1823149174451828	0.18674831801436542	0.14319502461380013	0.1973977088928222	0.061241397841438276	0.10720039289223637	0.1748110651969909	0.16362441970506192	0.21180087175957593	0.3619229197502136	0.18576012057743	0.29935480174011797	2
PC1_PDAC3175888	S00	0.2212072312831878	0.2457465560460272	0.08945095139887621	0.2681610584259033	0.09524580956189344	0.10243667105655793	0.2284047752618789	0.1807779790830659	0.057684749620635314	0.1160022839903831	0.2260204367193704	0.2591004977172742	0
PC1_PDAC3180741	S00	0.4504967629909515	0.3002656990791873	0.22780838733083775	0.3314083814620971	0.19403875809847426	0.2750273086480009	0.0922843143343925	0.04488406887645889	0.17413181000266068	0.2035550326108932	0.4241324995986148	0.28462742553824394	0
PC1_PDAC3181634	S11	0.448409765958786	0.287345979641369	0.2976691700066089	0.2601318359375	0.25550450631916727	0.20787880986827087	0.4292418360710144	0.09612907577711274	0.12192943854324412	0.5545977354049683	0.4274765768204613	0.3284830505575063	2
PC1_PDAC3183057	S11	0.2903080582618713	0.23181660677097646	0.27540182438136523	0.2455431222915649	0.1657353885207696	0.12472662372515253	0.2833408415317535	0.19499144922873682	0.18457444367973247	0.5091505646705627	0.3507709039588316	0.33750310317459337	2
PC1_PDAC3183786	S10	0.2101738005876541	0.37497006627820995	0.24826357116090267	0.1460030972957611	0.0551484572093927	0.09184847570852425	0.0862526521086692	0.14829410146817348	0.23967299473572548	0.1872395128011703	0.24999327706557367	0.18329426729209727	1
PC1_PDAC3185834	S01	0.2724967300891876	0.2909307576942469	0.21505279084300816	0.1572238504886627	0.34649892251115044	0.19517072603740193	0.160241037607193	0.11028620644843475	0.2585088323009777	0.5398014783859253	0.4480973366828335	0.37208744898870194	1
PC1_PDAC3186018	S01	0.2484261393547058	0.2524254253390398	0.17028495298352062	0.1220881044864654	0.05791398587827976	0.20561010757733103	0.1222338825464248	0.15399192152162067	0.15102556075242635	0.2468311339616775	0.25437332220100817	0.292442029452805	1
PC1_PDAC3186965	S01	0.1701245903968811	0.34288936677820525	0.32111599673138114	0.2424220591783523	0.22738434557315257	0.20460443340839912	0.1147615164518356	0.09056982836231631	0.09539833080424835	0.5275450944900513	0.5141005657091898	0.4686635927476054	1
PC1_PDAC3187289	S00	0.3449840545654297	0.2867463210364477	0.24597865303668084	0.1712720841169357	0.1054381332964094	0.1252097366980564	0.3077659606933594	0.1438991560043857	0.24765002020827148	0.1328867673873901	0.3007627392871498	0.33270108029753803	0
PC1_PDAC3191324	S10	0.2301657795906067	0.24599186998248257	0.15060660627292877	0.2872132658958435	0.1018495573900209	0.22247952902800477	0.2140443474054336	0.1234892631703373	0.1860035847088075	0.2910857796669006	0.29464359270200935	0.30888855243494534	1
PC1_PDAC3212752	S01	0.2625496089458465	0.34245623478670006	0.39766602941148543	0.2867520451545715	0.4538753485197648	0.4281206336852222	0.0924176052212715	0.19889785209551236	0.1768627318945532	0.5418462157249451	0.504279897826869	0.4281259179954253	1
PC1_PDAC3220586	S10	0.1497899442911148	0.26440705077851795	0.19750244015094073	0.3628881871700287	0.1589858446550548	0.09057832590457646	0.2315466254949569	0.02663167598717875	0.1826473486675182	0.1020856350660324	0.2347632894877184	0.2039986850258372	1
PC1_PDAC3224130	S00	0.1762228012084961	0.37614769547564303	0.3274337522860731	0.1373488306999206	0.1762973077492334	0.15824110335264238	0.1022380366921424	0.16918406024312327	0.06636570561456392	0.1445685029029846	0.3583855271836549	0.33831980239666765	0
PC1_PDAC3281782	S00	0.1393477171659469	0.23385739869931535	0.13657562752716573	0.0850937440991401	0.2857830612159143	0.20700211690116788	0.1686504334211349	0.1655820930819758	0.12552514131585574	0.136585846543312	0.3003830964873506	0.2439356033025331	0
PC1_PDAC3572208	S00	0.1712314635515213	0.10757003507983148	0.16131413021691135	0.1959760934114456	0.043029795396125406	0.06651138889819773	0.2561992704868316	0.087023146345178	0.14568103321748085	0.1676907837390899	0.2828606797826615	0.18842518993292448	0
PC1_PDAC40421491	S11	0.6174231171607971	0.5439547976694665	0.4465857495185046	0.6122991442680359	0.5664511017867723	0.6109934425863252	0.396663635969162	0.2133332500797093	0.3335847015791374	0.7167068123817444	0.5807510632483757	0.5615894131028254	2
PC1_PDAC45191754	S00	0.3037879467010498	0.37584255018061347	0.35796878131890114	0.1100663393735885	0.42398299170699866	0.4157433783527156	0.1960441172122955	0.4061381076164973	0.3269517611563032	0.1793205291032791	0.4289952658938623	0.3717283358707572	0
PC1_PDAC46940768	S10	0.2213053107261657	0.24942722474544096	0.1006131522108553	0.1758718937635421	0.05336280693043319	0.04769788713313563	0.2396222054958343	0.12936084975890436	0.08407891718282545	0.1255428194999694	0.21759465869198516	0.23074131849236992	1
PC1_PDAC48200247	S01	0.1963783353567123	0.1637221009886557	0.2607183158877803	0.2344406098127365	0.22154782044124005	0.14678293754240287	0.4261667132377624	0.12879549828702563	0.09485204855841826	0.3478541076183319	0.48662866562116186	0.3607244113776594	1
PC1_PDAC48289495	S00	0.1473874896764755	0.2438707927519506	0.23993001995694882	0.3642988204956054	0.15638830668455356	0.32918998625959245	0.1690275967121124	0.07802149783578419	0.2720770849766862	0.0745730921626091	0.24221432661458953	0.17592382308877827	0
PC1_PDAC48484713	S11	0.9347743391990662	0.8650727917132259	0.8152406014913308	1.0	0.8547701861499656	0.7306405132653571	1.0	0.7319592393713307	0.7552010668272396	0.9729483723640442	0.8533606348498993	0.9350904268156066	2
PC1_PDAC50289226	S11	0.387182742357254	0.3519690792696602	0.35612037543541	0.2482519298791885	0.15159805143238267	0.2641368286937029	0.3736402988433838	0.12388920364018642	0.17600604543805348	0.5006840825080872	0.43466805405661896	0.3813533404707842	2
PC1_PDAC50748431	S00	0.3383755087852478	0.37728220649123256	0.27960883558167937	0.2340164929628372	0.2969603565137929	0.20129205453332316	0.2059999108314514	0.3511087626651197	0.23916982889863414	0.1285814791917801	0.29675818709162105	0.40659971968951075	0
PC1_PDAC51069031	S00	0.3783824443817138	0.6588750411695187	0.6460545633298156	0.712407112121582	0.6754562280479799	0.7012410090330164	0.1876346319913864	0.15160121874206206	0.3143552966791218	0.5472429394721985	0.7505800863023575	0.6704377280631293	0
PC1_PDAC51136656	S01	0.2849223911762237	0.4112330432015375	0.39150805685551604	0.2097771316766739	0.3851375242192778	0.4774445077471312	0.1974373906850814	0.1960841397552583	0.3413860343851513	0.3823716044425964	0.5032399137795509	0.4564948695446568	1
PC1_PDAC51395351	S00	0.2388103157281875	0.4175452517552084	0.2783263686417811	0.2348519265651703	0.09775754228306238	0.16305085876124747	0.1996958702802658	0.14001635092509962	0.0626578229689249	0.1532111316919326	0.1959803681777694	0.21184770406588718	0
PC1_PDAC60548693	S11	0.8668569922447205	0.6706446800678644	0.5616393068667	0.8115522861480713	0.4894733742971762	0.430482863634564	0.6285368800163269	0.40581402998336147	0.4660935831307223	0.8296860456466675	0.7215104582537111	0.8080393843367055	2
PC1_PDAC60555075	S00	0.2508116066455841	0.28974178602346445	0.11616794427798889	0.2863943576812744	0.15838912257649407	0.11951930922077784	0.2155507802963256	0.1745542593000196	0.08778072837632721	0.1956561952829361	0.2770562651791086	0.275450327609004	0
PC1_PDAC60570448	S10	0.8694989681243896	0.7405697789228849	0.6783534378882956	0.6786855459213257	0.8242862569317023	0.796535456903638	0.7089855670928955	0.36882510334993485	0.40547830413491226	0.824157178401947	0.8407821622951807	0.7613177089061743	1
PC2_PDAC17366689	S10	0.2809057235717773	0.18997567192806197	0.284963654902478	0.3477925360202789	0.12906316293711026	0.14511961116997676	0.3057328462600708	0.06474074223824165	0.27306721725165795	0.1641789674758911	0.29008010672298207	0.27389872461052917	1
PC2_PDAC2052782	S00	0.2956421077251434	0.4516804082909181	0.4070340618926853	0.3125232458114624	0.37328024266382875	0.40003016186869655	0.2283676415681839	0.15854351474883796	0.37799951847195	0.2719489932060241	0.5344372761895347	0.4750874546604947	0
PC2_PDAC2475972	S01	0.4246998727321625	0.21423409475876262	0.21547268180037352	0.1797984838485717	0.2064253628448539	0.05112181534670604	0.3214257359504699	0.0034466033451227337	0.18917153309550322	0.1562277227640152	0.3304812861839534	0.2951100792297362	1
PC2_PDAC2482265	S01	0.4808231294155121	0.2629247451613658	0.26071631993593414	0.1344520300626754	0.22611159527993668	0.19923642052056678	0.3147189915180206	0.21503786804118408	0.1815876008664181	0.3016548156738281	0.33425448115272893	0.2698049174157976	1
PC2_PDAC2540901	S00	0.1701894700527191	0.15844216347641482	0.22393760484162886	0.2787234187126159	0.1886886442874233	0.08479672864848438	0.2538240551948547	0.21996083013032486	0.18405597614132443	0.1632277071475982	0.21459049191014556	0.2859899681637427	0
PC2_PDAC2564973	S00	0.2127090841531753	0.19020705154285417	0.15666280417149456	0.2165248394012451	0.14096718595579819	0.13636872380756035	0.0708320438861846	0.09255400433522842	0.1523549160399012	0.1212629452347755	0.31848627113927397	0.26170248759895015	0
PC2_PDAC2574988	S00	0.1682769209146499	0.13269958972337592	0.11700844390831432	0.1276027411222458	0.0946700076590521	0.12133906934613585	0.1506039202213287	0.02453095036956891	0.08986722306524665	0.1262807101011276	0.29811794283181076	0.29805159687287147	0
PC2_PDAC2577546	S00	0.2553542554378509	0.16768212273640987	0.32558100190048633	0.1054425835609436	0.179344041871352	0.15571114431021865	0.0966664850711822	0.004455208611074111	0.1671586067061001	0.0425941012799739	0.17631959399888347	0.11607731650417136	0
PC2_PDAC2577997	S11	0.5129149556159973	0.42253175089727696	0.40872682430742946	0.5067375898361206	0.4350322653334801	0.57800214658249	0.3088229596614837	0.39446993684281767	0.19470724891417612	0.5762190222740173	0.7280907766984973	0.6230474686878	2
PC2_PDAC3112275	S10	0.3818372189998626	0.4765366319640965	0.3340752558465264	0.25420942902565	0.12532087357625976	0.23362873013583021	0.2151902318000793	0.1820661871506585	0.10453338391501962	0.4401258826255798	0.3837983469691523	0.38556599778210865	1
PC2_PDAC3116277	S00	0.4144116342067718	0.3027017379987464	0.2369563097247256	0.2981928884983063	0.24669795337596062	0.12046523825641002	0.2490037083625793	0.06344502954672246	0.13012451998454852	0.1714780777692794	0.4557513528818497	0.4145103781210034	0
PC2_PDAC3119446	S00	0.357397198677063	0.40164725706319004	0.30047626517468834	0.1089153811335563	0.19320466219488716	0.2516315336751667	0.110214851796627	0.2716492547001005	0.220748797806661	0.0767678841948509	0.3378308675454321	0.27765172437319124	0
PC2_PDAC3135181	S11	0.5297210812568665	0.49211295794307514	0.4567726370675804	0.2522174417972564	0.310545668974916	0.2647418777686622	0.2792158424854278	0.2199241297567573	0.12680576631259413	0.3762775957584381	0.43117816711199525	0.385960755923025	2
PC2_PDAC3150896	S11	0.5311855673789978	0.4225390314715025	0.42150278220941995	0.3927280604839325	0.2877033670242636	0.3607341912766851	0.351000428199768	0.15789477172779687	0.1387670713201821	0.6329888105392456	0.46380754213882786	0.4027243199478791	2
PC2_PDAC3160282	S00	0.2259625345468521	0.2753109447407185	0.2395753128703733	0.1634156256914138	0.2293875178449511	0.09163627615134673	0.1612647771835327	0.016532774852981956	0.1600411279511005	0.1098407655954361	0.24605753920215936	0.44419965349008583	0
PC2_PDAC3186149	S11	0.2697597742080688	0.2452598190497264	0.20505254040329715	0.2448103874921798	0.23109466344281576	0.17900405779689477	0.3238359093666076	0.20223110223110405	0.14384472494262562	0.3555808067321777	0.4814048022229957	0.4350583425643075	2
PC2_PDAC3188262	S10	0.3271583020687103	0.3009912051260359	0.23287910035410145	0.3382554650306701	0.29204542627845276	0.2065312869302557	0.1491002142429351	0.10188907138059944	0.11963429438543274	0.4674254059791565	0.3999668570011287	0.24170210049857904	1
PC2_PDAC3188402	S11	0.5029418468475342	0.3385485962293016	0.17769318123587702	0.2525266706943512	0.32289709736105404	0.07995100159816412	0.2847052812576294	0.23026235428501837	0.25738400099979525	0.5838944911956787	0.49748492038957504	0.37588266800102565	2
PC2_PDAC3189442	S01	0.14773590862751	0.23376149632864796	0.22481077355144025	0.2656513750553131	0.19971067494855577	0.02787708708311562	0.109011597931385	0.10376574196068174	0.14948405439796417	0.3217563033103943	0.42392399426767396	0.3749274863512299	1
PC2_PDAC3197789	S11	0.5764617919921875	0.24287801574074752	0.11819136931397159	0.2905191779136657	0.03510009105972681	0.0	0.1037349551916122	0.10614576569381966	0.0951062215477971	0.3525555431842804	0.18912937785751407	0.12572026109815224	2
PC2_PDAC3272045	S11	0.4330005645751953	0.32689782693353364	0.24634330195932466	0.3273597955703735	0.23062968851920124	0.37056452041397114	0.3265404105186462	0.005001268786903343	0.1306802240104181	0.5893664360046387	0.5654479575710408	0.4334660119517493	2
PC2_PDAC42237561	S00	0.134381502866745	0.44433525053628076	0.3364520020234223	0.1195048913359642	0.3304135493706321	0.25160602024452533	0.1769090145826339	0.20406711932136015	0.13911874051593134	0.1948933452367782	0.5032341860156296	0.3306957662548781	0
PC2_PDAC4410934	S01	0.6327531933784485	0.7413087602227633	0.6317407841471295	0.645913302898407	0.5306244308767107	0.5827719586883251	0.2764811515808105	0.3606504152513668	0.42537506532754604	0.6397078633308411	0.7778908938173336	0.7731088170331285	1
PC2_PDAC44953082	S01	0.3119264543056488	0.40546003020087085	0.45516337362780757	0.0860473290085792	0.3136272773393072	0.12732337077325295	0.4901317656040191	0.2743866303188324	0.27783947601626957	0.5187150835990906	0.46621060290626837	0.4697786878038145	1
PC2_PDAC46388018	S01	0.2258181422948837	0.4398532995460535	0.4586773235097429	0.2761350274085998	0.1398139993133228	0.2152239394507997	0.2915836572647095	0.18083759470163288	0.3903188804771653	0.4417609572410583	0.34075075755732587	0.44911955446361784	1
PC2_PDAC47480101	S00	0.1758313924074173	0.23292648440825225	0.21958798351031486	0.1691044270992279	0.11120227919316038	0.10389067160036096	0.1475476771593094	0.006912479402323489	0.10648724883935722	0.1325195580720901	0.20838779525877907	0.014343584253243346	0
PC2_PDAC47886918	S00	0.1362378299236297	0.3026983872588632	0.2574471817474149	0.1880828738212585	0.09075669139709676	0.13627259358463784	0.0895460769534111	0.16167564401656848	0.29304886441844086	0.1906898468732834	0.18435716154720583	0.24858066340937368	0
PC2_PDAC48057134	S11	0.1998436152935028	0.28496481007406427	0.21782284306040178	0.3246132433414459	0.17992049209780997	0.198249791406268	0.4036802351474762	0.24010735027684008	0.23479568589161318	0.5607410669326782	0.3304439296183179	0.26810594427126827	2
PC2_PDAC48961393	S00	0.263188362121582	0.34596439199276796	0.22005841679573715	0.1747151762247085	0.28459521878321237	0.07355961659012107	0.1030545458197593	0.18646834612642263	0.14068485991501745	0.1646101325750351	0.29066905253517916	0.34373489636570786	0
PC2_PDAC49128511	S00	0.1959267705678939	0.4118800700781318	0.43346055874491474	0.1880971640348434	0.1792430760122795	0.12956632902748108	0.1242854073643684	0.14028823412149763	0.2558273591765321	0.2079771012067794	0.5382237726832223	0.5228620275648008	0
PC2_PDAC49648551	S00	0.1681339144706726	0.277634226469717	0.31753542029704523	0.1901693046092987	0.12471532993081791	0.27257768353042044	0.1463226526975631	0.07796018623481649	0.1524004055231966	0.2932782471179962	0.3922816154682186	0.3645093281097219	0
PC2_PDAC49735295	S11	0.1654407232999801	0.2217527752104895	0.24171655903858058	0.2556422054767608	0.316830544462177	0.18265804260643265	0.1544884592294693	0.05895995669770735	0.1546637726782705	0.5989691019058228	0.39721545511039746	0.2935837531998175	2
PC2_PDAC50074894	S11	0.8058357238769531	0.7474617511479429	0.71472172678329	0.6922375559806824	0.7118183582379186	0.4801043924474616	0.577932596206665	0.422788476765092	0.522017655479561	0.998972237110138	0.8970127547938798	0.7994645711005367	2
PC2_PDAC50076790	S00	0.1426877677440643	0.4758589958553397	0.5574925094361571	0.4798608124256134	0.6122771268772323	0.550393286015377	0.3010017871856689	0.31619132663714933	0.07798558421851284	0.4745790660381317	0.6758779732437614	0.5944494072733825	0
PC2_PDAC50085530	S10	0.1643320322036743	0.26421473527382333	0.19145232378383825	0.158783346414566	0.0776861872844815	0.14721756209256354	0.1954917758703231	0.1343041347837527	0.17726542785041505	0.3106735944747925	0.3462262141512862	0.4269541963568332	1
PC2_PDAC50186712	S11	0.5034449100494385	0.35855228635364833	0.32838755641775913	0.4580869972705841	0.29574634128172894	0.31724074373330124	0.2712452709674835	0.22240269179781302	0.1423408863899083	0.4910006523132324	0.4976891822456774	0.4155063668566117	2
PC2_PDAC50216576	S10	0.5813697576522827	0.23838936539435576	0.2668352854196632	0.3486350476741791	0.22525498958397785	0.13397443490274097	0.1997439414262771	0.11526912395830465	0.12711874051592995	0.1574650406837463	0.2955779673524635	0.22240092878856382	1
PC2_PDAC50282664	S11	0.4985761046409607	0.3581993547360542	0.37218777752195487	0.4061942398548126	0.2648448217242289	0.22038223685959143	0.3316796422004699	0.24070704181270233	0.368488185363611	0.6384456157684326	0.36962427846293	0.3706234319250401	2
PC2_PDAC50282664_1	S11	0.4191799461841583	0.29964158301297295	0.29752109615409855	0.3378710448741913	0.1750352903356193	0.31331804562055704	0.5816150903701782	0.10927052948532866	0.19440422881384864	0.3513484895229339	0.3923651168101099	0.2864892884871248	2
PC2_PDAC51273695	S11	0.4921625852584839	0.23330669652380348	0.19460198392298267	0.3028835952281952	0.07307886369404006	0.08098035655714104	0.4269903600215912	0.16104979303729489	0.169242370878684	0.5011191368103027	0.13969713500548778	0.25679046434445807	2
PC2_PDAC51342262	S10	0.2645311057567596	0.23478791583473516	0.14899000627467301	0.1196900755167007	0.10578253452024249	0.11401633209334502	0.520838737487793	0.13191207788746848	0.2512940162548254	0.4195193648338318	0.29048178669409713	0.25307306284305475	1
PC2_PDAC51467355	S00	0.3156731724739074	0.13545888807322415	0.23606223070091703	0.0625915080308914	0.1460180628818387	0.07969119241445081	0.2600131630897522	0.006051631595708265	0.18254186740076955	0.2364956736564636	0.25851805699579133	0.3124477963485878	0
PC2_PDAC5199669	S11	0.2985233664512634	0.2895375452172786	0.1758050192415233	0.2197651863098144	0.10857805808463045	0.13476433804759166	0.2697196304798126	0.13148587670701006	0.22684101858224626	0.5311745405197144	0.3741891068944496	0.3721363660266276	2
PC2_PDAC5226113	S00	0.2166934460401535	0.26772496616228497	0.12977823895753174	0.2225229740142822	0.07188642911522979	0.16470531761029353	0.2553810179233551	0.11106278740084785	0.05075399631138867	0.5161017775535583	0.3402609437634009	0.3176388310730639	0
PC2_PDAC552883	S00	0.1866340041160583	0.24207256046238254	0.112230047861785	0.2746759355068207	0.07986236546298817	0.09540608061408251	0.1424078047275543	0.14040428760958945	0.074962063732928	0.1507234722375869	0.12123766448246064	0.15175791004172143	0
PC2_PDAC60075651	S10	0.9565393924713136	0.9158408555445732	0.8684321830783374	0.7421454191207886	0.9794468017593075	0.9775292241925492	0.5752304196357727	0.8153654255349179	0.6074842223793475	0.9030147790908812	0.8672189402361496	0.7606007153229186	1
PC2_PDAC60122032	S00	0.2165477871894836	0.4241502839080425	0.38282022607418237	0.1841872185468673	0.08384361611608142	0.1709567187785754	0.1881862580776214	0.12344493837337916	0.09121358109658127	0.102171666920185	0.40938380784444844	0.38382299579470663	0
PC2_PDAC60376304	S11	0.3901236355304718	0.3932421099828133	0.3143420605422722	0.3982645571231842	0.20368929226763743	0.20655603216924148	0.4102824330329895	0.06500239363804283	0.3790318880477155	0.6578298807144165	0.404778128667135	0.46369089183971207	2
PC2_PDAC60462165	S00	0.4710336029529571	0.710383169232205	0.8305723667620521	0.6091818809509277	0.8766504517720722	0.6946028491827777	0.4792174696922302	0.4624840598610439	0.5168157834365549	0.5070525407791138	0.9456966356383484	0.8556877499682477	0
PC2_PDAC60651816	S01	0.1973741203546524	0.20835568250067132	0.20381796473981756	0.2117487788200378	0.16879363548544501	0.2001876738496583	0.1710725575685501	0.10846187918068524	0.24386069812890881	0.5076354742050171	0.2618508659419852	0.25642510208106184	1
